sentence_id,token_position,token,lemma,pos,dependency_relation,head_token,entity_type
33,0,E,e,CCONJ,cc,disse,O
33,1,disse,dire,VERB,root,ROOT,O
33,2,tra,tra,ADP,case,sé,O
33,3,sé,sé,PRON,obl,disse,O
33,4,",",",",PUNCT,punct,disse,O
33,5,a,a,ADP,case,voce,O
33,6,mezza,mezzo,ADJ,amod,voce,O
33,7,voce,voce,NOUN,obl,disse,O
33,8,:,:,PUNCT,punct,disse,O
33,9,-,-,PUNCT,punct,Ah,O
33,10,Ah,ah,INTJ,discourse,disse,O
33,11,",",",",PUNCT,punct,Ah,O
33,12,Gambara,Gambara,PROPN,parataxis,disse,O
33,13,",",",",PUNCT,punct,Gambara…,O
33,14,Gambara…,Gambara…,PROPN,conj,Gambara,O
33,15,is,is,X,flat:foreign,Gambara…,O
33,16,i,i,X,flat:foreign,Gambara…,O
33,17,finito,finire,VERB,acl,Gambara…,O
33,18,male,male,ADV,advmod,finito,O
33,19,!,!,PUNCT,punct,Gambara,O
33,20,-,-,PUNCT,punct,Bravo,O
33,21,Bravo,bravo,ADJ,discourse,disse,O
33,22,!,!,PUNCT,punct,Bravo,O
33,23,-,-,PUNCT,punct,disse,O
33,24,disse,dire,VERB,parataxis,disse,O
33,25,il,il,DET,det,Re,O
33,26,Re,Re,PROPN,nsubj,disse,O
33,27,che,che,PRON,nsubj,sapeva,O
33,28,non,non,ADV,advmod,sapeva,O
33,29,sapeva,sapere,VERB,acl:relcl,Re,O
33,30,il,il,DET,det,nome,O
33,31,vero,vero,ADJ,amod,nome,O
33,32,nome,nome,NOUN,obj,sapeva,O
33,33,di,di,ADP,case,contadino,O
33,34,il,il,DET,det,contadino,O
33,35,contadino,contadino,NOUN,nmod,nome,O
33,36,.,.,PUNCT,punct,disse,O
34,0,-,-,PUNCT,punct,indovinato,O
34,1,Hai,avere,AUX,aux,indovinato,O
34,2,indovinato,indovinare,VERB,root,ROOT,O
34,3,:,:,PUNCT,punct,indovinato,O
34,4,quello,quello,PRON,nsubj,nome,O
34,5,è,essere,AUX,cop,nome,O
34,6,il,il,DET,det,nome,O
34,7,nome,nome,NOUN,parataxis,indovinato,O
34,8,:,:,PUNCT,punct,indovinato,O
35,0,gamber,gamber,NOUN,root,ROOT,O
35,1,i,i,INTJ,discourse,gamber,O
35,2,!,!,PUNCT,punct,gamber,O
36,0,Sei,essere,AUX,cop,astrologo,O
36,1,il,il,DET,det,astrologo,O
36,2,più,più,ADV,advmod,grande,O
36,3,grande,grande,ADJ,amod,astrologo,O
36,4,astrologo,astrologo,NOUN,root,ROOT,O
36,5,di,di,ADP,case,mondo,O
36,6,i,il,DET,det,mondo,O
36,7,mondo,mondo,NOUN,nmod,astrologo,O
36,8,.,.,PUNCT,punct,astrologo,O
